country,country_serial,metric,value,unit,sector,sub_sector,sub_sub_sector,source_link,source,year
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,73.7,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,25.0,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,93.1,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
Botswana,BWA,Energy Indicator,65.4,%,Energy,General,National,https://africa-energy-portal.org/aep/country/botswana,Africa Energy Portal,2022
